formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"X ( \alpha , a ) = - \frac 1 4 R ( 0 ) I _ { 2 } ( \alpha ) + { \frac { 1 } { a ^ { 2 } } } I _ { 3 } ( \alpha )",74043fb623.png,112,45,256,64,4.0
"D _ { n , m \neq 0 } ^ { T } ( d ) = 2 ( d - 1 ) \left( \begin{array} { c } { n + d - 2 } \\ { n } \\ \end{array} \right)",1772d79b0f.png,121,42,320,64,5.0
"k _ { i } x _ { i } ( { \bf k } ) R _ { i } ^ { - 2 } = 0 \, .",595c83b732.png,62,30,128,32,4.0
\Delta \left[ 8 \Delta ^ { 2 } - 5 \Delta + c ( \Delta + \frac { 1 } { 2 } ) \right] + \left[ 2 4 \Delta ^ { 2 } - 1 0 \Delta + c ( 2 \Delta + \frac { 1 } { 2 } ) \right] \theta = 0 .,2098bc733f.png,183,57,480,64,7.5
S _ { E } = \int d \tau d x \left[ \frac { 1 } { 4 } F _ { \mu \nu } F _ { \mu \nu } + ( D _ { \mu } \phi ) ^ { \ast } D _ { \mu } \phi + \lambda [ \mid \phi \mid ^ { 2 } - \frac { v ^ { 2 } } { 2 } ] ^ { 2 } \right],6aabd9b0b4.png,216,78,480,64,7.5
"d s ^ { 2 } = e ^ { - | y | } \eta _ { n m } d x ^ { n } d x ^ { m } + \frac { 1 } { 4 k ^ { 2 } } d y ^ { 2 } ,",eab7251819.png,112,53,256,64,4.0
a = 2 + \left( \frac { 2 N B _ { 0 } } { 3 } \right) \left( \frac { 1 - 4 Q ^ { 2 } B _ { 0 } } { 1 - 2 Q ^ { 2 } B _ { 0 } } \right) .,5104f9e4a2.png,135,53,256,64,4.0
"\bar { \tau } _ { c } ^ { 2 } ( \rho ) = \tau _ { c } ^ { 2 } - \frac { 1 } { 4 \rho ^ { 2 } } \, { , }",5a1009e768.png,103,42,160,64,2.5
: e ^ { i k ^ { \mu } x _ { \mu } } : _ { \kappa } \equiv e ^ { i k ^ { m } x _ { m } } e ^ { i k ^ { 0 } x _ { 0 } } ~ .,2521f69ba7.png,121,54,192,32,6.0
\mu \frac { d \alpha } { d \mu } = \frac { 2 } { 3 \pi } \alpha _ { 0 } ^ { 2 } e ^ { - \alpha },999a6601d1.png,96,34,128,64,2.0
{ \frac { 3 2 \pi ^ { 3 } } { \alpha ^ { \prime } \kappa ^ { 2 } } } \cdot { \frac { 1 } { 2 \pi \alpha ^ { \prime } } } \cdot { \frac { \alpha ^ { \prime } } { 2 } } \cdot \kappa ^ { 2 } \tau _ { 3 } = 4 \pi ^ { 2 } \tau _ { 3 } \cdot { \frac { 2 } { \alpha ^ { \prime } } } .,1e469535a0.png,277,92,256,64,4.0
T = - \frac { k _ { n } \dot { H } } { 2 \pi \sigma _ { n } \sqrt { H ^ { 2 } - a } } \left( 1 + \frac { 4 \pi G _ { n } \rho } { ( n - 2 ) \sigma _ { n } } \right) ^ { - 1 } .,f3fdcbabbc.png,176,67,320,64,5.0
\varphi = \partial _ { 1 } \Pi ^ { 1 } = 0 .,bc82ed5d1a.png,44,15,128,32,4.0
\frac { d } { d r } ( e ^ { - \sqrt { 3 } \Phi } \ell ( r ) ) = 0,1e640e9541.png,65,26,160,64,2.5
"{ \cal C } \ni a = a ( x , \theta ) = \sum _ { k = 1 } ^ { 2 n } a ( x ) _ { i _ { 1 } \ldots i _ { k } } \theta ^ { i _ { 1 } } \ldots \theta ^ { i _ { k } } ,",7a75c0b863.png,160,64,320,64,5.0
"\frac { \Delta E } { ( 1 / l _ { s } ) } = \frac { P ^ { - } } { R } R _ { s } l _ { s } = \frac { P ^ { - } } { R } \sqrt { R _ { s } l _ { 1 1 } ^ { 3 } } \, .",b93679efd0.png,161,70,256,64,4.0
\bar { \beta } = \pm e ^ { \mp \beta } \operatorname { s i n h } \beta .,2245d5e9e9.png,72,21,128,32,4.0
"\, G ^ { ( + ) } ( 8 ) : \, \, P _ { \pm } , \, \, M _ { 0 z } ; \, \, M _ { 1 2 } , \, \, P _ { i } ; \, \, G _ { i } ^ { ( + ) }",657ca4568d.png,130,59,256,32,8.0
"\frac { d } { d t } \biggl | _ { t = 0 } Z ( R ( S ) , \langle \cdot \, , \cdot \rangle ^ { A ( t ) } ) = \biggl ( \sum _ { k = 0 } ^ { N } \frac { 1 } { 2 } ( - 1 ) ^ { k } T r ( B _ { k } ) \biggr ) \, Z ( R ( S ) , \langle \cdot \, , \cdot \rangle ) \, .",b80fa35980.png,257,94,480,64,7.5
\phi ^ { 6 } - { \frac { 1 } { 6 } } \phi ^ { 2 } E _ { 4 } - { \frac { 1 } { 2 7 } } E _ { 6 } + E _ { 2 } \Big ( \phi ^ { 4 } + { \frac { 1 } { 1 0 8 } } E _ { 4 } \Big ) + { \frac { 1 } { 2 } } \phi ^ { 2 } E _ { 2 } ^ { 2 } + { \frac { 1 3 } { 3 6 } } E _ { 2 } ^ { 3 },5b7989de91.png,273,118,480,64,7.5
"K _ { l } ( u ) = \left( \begin{array} { l l } { 2 x _ { 0 } ( q ^ { - 1 } s ^ { - 1 } u - q s u ^ { - 1 } ) \; } & { x _ { + } ( q ^ { - 1 } u ^ { 2 } - q u ^ { - 2 } ) } \\ { x _ { - } ( q ^ { - 1 } u ^ { 2 } - q u ^ { - 2 } ) \; } & { - 2 x _ { 0 } ( s u - s ^ { - 1 } u ^ { - 1 } ) } \\ \end{array} \right) \, ,",4b3b475588.png,315,139,480,64,7.5
p _ { i } = - E _ { i } + \frac { e ^ { 2 } n } { 4 \pi } \tilde { A } _ { i },3f26440f2f.png,78,34,160,64,2.5
a ^ { - 1 } \gamma ^ { i } a = { \rho ^ { i } } _ { j } ( a ) \gamma ^ { j },16cf449729.png,76,32,160,32,5.0
"B ( \psi ) = \left\{ \chi ( s ) \mid [ \chi ( x ) , \psi ( y ) ] = 0 , \, \, \, ( x - y ) ^ { 2 } < 0 \right\}",27d0416246.png,110,40,384,64,6.0
"\partial ^ { \mu } F _ { \mu \nu \lambda \kappa } ( X ) = 0 , \qquad \partial ^ { \lambda } F _ { \mu \nu \lambda \kappa } ( X ) = 0 ,",2f952a71b8.png,134,39,320,32,10.0
"X ^ { \mu } = \xi ^ { \mu } , \ \ \ \ Y ^ { m } = \mathrm { c o n s t a n t } ,",57bdd4abad.png,79,34,224,32,7.0
"M e _ { \nu } ( z , h ^ { 2 } ) : = \sum _ { r = - \infty } ^ { \infty } c _ { 2 r } ^ { \nu } ( h ^ { 2 } ) e ^ { ( \nu + 2 r ) z }",3f4bcc2fb2.png,132,57,256,64,4.0
"0 = \epsilon _ { i _ { 1 } i _ { 2 } \dots i _ { n } i _ { n + 1 } } \epsilon _ { j _ { 1 } j _ { 2 } \dots j _ { n } j _ { n + 1 } } = \sum _ { P \in S _ { n + 1 } } \ ( - 1 ) ^ { \pi ( P ) } \ \delta _ { i _ { 1 } P ( j _ { 1 } ) } \dots \delta _ { i _ { n + 1 } P ( j _ { n + 1 } ) } ,",6869fe7716.png,288,123,480,64,7.5
"P ( m \omega _ { 0 } ) = \sum _ { l \geq | m | } \frac { ( m \omega _ { 0 } ) ^ { 2 } } { 2 \pi } | \Psi | ^ { 2 } \,",39ee88c397.png,117,46,224,64,3.5
"\Delta ^ { \bar { c } } ( x , x ^ { \prime } ) = - \int _ { 0 } ^ { \infty } \gamma ^ { 0 } f ( x ^ { \prime } , x , s ) ^ { \dagger } \gamma ^ { 0 } d s ,",26c4ee0244.png,155,57,320,64,5.0
{ \cal { L } } ^ { N } = \frac { 1 } { 2 } \partial _ { \mu } \phi \partial ^ { \mu } \phi + ( g ^ { \mu \nu } - \varepsilon ^ { \mu \nu } ) \partial _ { \mu } \phi A _ { \nu } - \frac { 1 } { 4 } F _ { \mu \nu } F ^ { \mu \nu } + \frac { 1 } { 2 } A _ { \mu } A ^ { \mu },4f7ffe3627.png,272,95,480,64,7.5
"\psi ^ { \prime } = \left( \begin{array} { l } { \psi _ { a } } \\ { \psi _ { b } } \\ \end{array} \right) ,",1447683cc3.png,108,30,128,64,2.0
"z ( w ) = \frac { a ^ { d / 2 } \varphi ^ { \prime } } { { \cal H } } ,",19e2809350.png,71,27,128,64,2.0
\rho _ { r } ( k ) = - { \frac { 3 ( k ^ { 2 } + 2 ) } { \pi ( k ^ { 2 } + 4 ) ( k ^ { 2 } + 1 ) } },76ee97bb9b.png,100,46,224,64,3.5
"M _ { P } ^ { 2 } = { \cal A } _ { n } M _ { D } ^ { n + 2 } \int _ { 0 } ^ { \infty } d \rho \, \sigma \, \gamma ^ { ( n - 1 ) / 2 } ~ .",13468c11d2.png,137,56,256,64,4.0
\psi ^ { \pm } ( 0 ) = e ^ { \frac { i \theta } { 2 } } \chi _ { 2 } ( 0 ) \pm e ^ { 2 i \delta ^ { \pm } ( k ) } e ^ { - \frac { i \theta } { 2 } } \chi _ { 1 } ( 0 ) .,37ff4b8c40.png,169,66,320,32,10.0
F _ { \pm } = \frac { 1 } { 2 } \left[ 1 + \sqrt { 1 + ( l M \pm J ) } \right] .,5f7acafbe1.png,80,29,224,64,3.5
"\langle \phi ( z , \bar { z } ) \phi ( z ^ { \prime } , \bar { z } ^ { \prime } ) \rangle = { \frac { 1 } { 4 \pi } } \int _ { 0 } ^ { \infty } { \frac { d s } { s } } e ^ { - { \frac { d ^ { 2 } } { 4 s } } - m ^ { 2 } s } = { \frac { 1 } { 2 \pi } } K _ { 0 } ( d ^ { 2 } m ^ { 2 } ) ~ ,",6f837a23a4.png,289,114,480,64,7.5
"\operatorname { l n } \operatorname* { d e t } D = - \frac { 1 } { 2 } \zeta ^ { \prime } ( 0 | D ^ { 2 } ) \pm \frac { i \pi } { 2 } \zeta ( 0 | D ^ { 2 } ) \, ,",18826133cb.png,162,56,320,64,5.0
"g _ { n } ( \lambda ; \nu ) = e _ { n } ( \lambda \pm { \frac { i \pi } { 2 \mu } } ) = { \frac { \operatorname { c o s h } \mu ( \lambda + { \frac { i } { 2 } } ) } { \operatorname { c o s h } \mu ( \lambda - { \frac { i } { 2 } } ) } } \, ,",2c955dc6fa.png,242,83,320,64,5.0
"\frac { \phi ^ { \prime } } { \left[ 1 - ( \phi ^ { \prime } ) ^ { 2 } + ( y ^ { \prime } ) ^ { 2 } \right] ^ { \frac { 1 } { 2 } } } = - \frac { e } { r ^ { p - 1 } } , \; \; \; \frac { - y ^ { \prime } } { \left[ 1 - ( \phi ^ { \prime } ) ^ { 2 } + ( y ^ { \prime } ) ^ { 2 } \right] ^ { \frac { 1 } { 2 } } } = \frac { c } { r ^ { p - 1 } }",4a22483ec7.png,343,128,480,64,7.5
"{ \bf J } = \sum Q _ { k } { \bf z } _ { k } = { \bf z _ { i } } Q _ { i } + { \bf z _ { i + 1 } } Q _ { i + 1 } + \cdots \quad \to \quad ( { \bf J } \cdot \alpha ) = Q _ { i + 1 } - Q _ { i } \, .",624641022c.png,197,80,480,32,15.0
"c _ { l , m } ^ { \pm } \; = \; g _ { l , m } ^ { \pm } + x ^ { - 1 } \hspace { 2 c m } ( l < m )",151adeb937.png,97,43,320,32,10.0
"\{ S _ { \alpha } ^ { a } , S _ { \beta } ^ { b } \} = \epsilon _ { \alpha \beta } \; \tilde { \cal Z } ^ { a b } = \left( \begin{array} { l l } { 0 } & { | Z | ( 1 + \sigma _ { 3 } ) } \\ { - | Z | ( 1 + \sigma _ { 3 } ) } & { 0 } \\ \end{array} \right) \ .",10272cbd5c.png,258,89,480,64,7.5
"c _ { 4 2 } ( x , y ) = - c _ { 2 4 } ( y , x ) \equiv [ D _ { 4 } ( \vec { x } ) , D _ { 2 } ( \vec { y } ) ] _ { P } = \delta _ { 3 } ( \vec { y } - \vec { x } ) - \delta _ { 3 } ( \vec { y } - \vec { x } _ { 0 } )",3913532586.png,216,92,480,32,15.0
"R _ { 3 } ^ { 0 } \{ X V I I _ { a } ^ { 0 } \} = R _ { 5 } ^ { 0 } \{ X V _ { 1 a } ^ { 0 } \} , \quad \{ X I V _ { a } ^ { 0 } \} = - \, \{ X I V _ { c } ^ { 0 } \} .",3caa1d5532.png,168,78,384,32,12.0
"( P _ { V } \omega ) ^ { a } \equiv \delta _ { \omega } V ^ { a } = \omega ^ { b } \nabla _ { b } V ^ { a } - V ^ { b } \nabla _ { b } \omega ^ { a } + { \textstyle { \frac { 1 } { 2 } } } \nabla _ { b } \omega ^ { b } V ^ { a } ,",64600241d7.png,230,84,384,32,12.0
"V _ { \pm } ( x , a _ { 0 } ) = W ^ { 2 } ( x , a _ { 0 } ) \pm W ^ { \prime } ( x , a _ { 0 } ) ~ ~ ,",7fe283033c.png,102,47,320,32,10.0
H ( q ^ { 2 } ) = 1 + \frac { \alpha g - h q ^ { 2 } } { \alpha ^ { 2 } + q ^ { 2 } } \frac { \partial V } { \partial z },67d1b85044.png,121,45,192,64,3.0
"p ^ { \sharp \mu } = p ^ { \flat \mu } = ( p _ { 0 } , 0 ) ,",476999c12f.png,60,24,160,32,5.0
"G _ { o } ( K ; \vec { x } , \phi ; \vec { x ^ { \prime } } , \phi ^ { \prime } ) = - \frac { 1 } { ( 2 \pi ) ^ { 4 } } \sum _ { n = - \infty } ^ { n = + \infty } \int d ^ { 3 } p \frac { e ^ { i \vec { p } . ( \vec { x } - \vec { x ^ { \prime } } ) } e ^ { i n ( \phi - \phi ^ { \prime } ) } } { [ p ^ { 2 } + n ^ { 2 } / R ^ { 2 } - K ^ { 2 } - i \epsilon ] } ,",7255a01653.png,363,142,480,64,7.5
"S _ { x } + S _ { x ^ { \prime } } = \frac { 1 } { 3 2 } W ^ { 2 } ( | x | ^ { 2 } + | x ^ { \prime } | ^ { 2 } ) \, ,",177ff717e4.png,118,52,224,64,3.5
"\left\langle \prod _ { b = 1 } ^ { N } \left[ \chi _ { + } ^ { ( b ) } [ Q ^ { 0 , S } ] \chi _ { - } ^ { ( b ) } [ Q ^ { 0 , S } ] \right] ^ { n _ { b } } \right\rangle _ { Q ^ { 0 , S } } \;",16a975fbad.png,192,74,256,64,4.0
"[ \delta _ { 1 } , \delta _ { 2 } ] = \delta _ { \delta \tau _ { 2 } \stackrel { \leftrightarrow } { \frac { d } { d \tau } } \delta \tau _ { 1 } } ,",682b1a0b03.png,149,45,160,64,2.5
"\overline { { n } } _ { k } = \sum _ { n = 0 } ^ { \infty } n \theta \left( \mu _ { k } - n \omega _ { k } \right) = \frac { 1 } { 2 } \left( 1 + \left[ \frac { \mu _ { k } } { \omega _ { k } } \right] \right) \, \left[ \frac { \mu _ { k } } { \omega _ { k } } \right] \,",51c6bbbb1c.png,271,86,384,64,6.0
"\phi _ { c } \tau _ { 0 } ( X , V ) = \tau _ { 0 } ( X _ { 1 } , W \cup V _ { 1 } ) \otimes \tau _ { 0 } ( X _ { 2 } , W \cup V _ { 2 } ) \otimes \tau _ { 0 } ( W ) .",5123e1e9a4.png,166,67,480,32,15.0
"\zeta = { \frac { z } { \sqrt { 2 } } } \, , \quad { \bar { \zeta } } = { \frac { \bar { z } } { \sqrt { 2 } } } \, .",329a4c178b.png,117,41,160,64,2.5
"2 ^ { b } ( { \mathrm { T r } } ( \gamma _ { 0 , 9 } ) ) ^ { 2 } - 2 ^ { b / 2 } 6 4 { \mathrm { T r } } ( \gamma _ { 0 , 9 } ) + 3 2 ^ { 2 } = 0 ~ .",57f4e4ed41.png,149,64,320,32,10.0
\mathcal { L } = \frac { 1 } { 2 } \partial _ { \mu } \phi \partial ^ { \mu } \phi - V ( \phi ),d788189a48.png,95,29,160,64,2.5
"\Omega = { \frac { 2 C _ { F } C _ { A } } { ( 2 \pi ) ^ { D } } } ( 2 { \cal A } _ { C } ) ^ { 4 - D } e ^ { \frac { - i \pi D } { 2 } } \operatorname { c o s } \left( { \frac { \pi D } { 2 } } \right) { \frac { \Gamma ( D - 4 ) } { ( D - 4 ) ^ { 2 } } } ,",4a0f15541d.png,257,100,384,64,6.0
"c _ { 1 } ( F _ { r } ) = 2 S + ( r + 2 ) E , \qquad c _ { 2 } ( F _ { r } ) = 4 .",62f8fa26e6.png,82,39,320,32,10.0
S ^ { ( 4 ) } = - \int d ^ { 4 } x \frac { \lambda } { 4 } ( A ^ { 2 } ) ^ { 2 } \ .,310f4b45f9.png,84,36,192,64,3.0
"[ t _ { a } , t _ { b } ] = f _ { a b } ^ { c } t _ { c } ,",645349b3c2.png,59,30,128,32,4.0
"X \to q ^ { m { \rho } ^ { \vee } } X { \bar { q } } ^ { m { \rho } ^ { \vee } } \, , \, \, \, { \rho } ^ { \vee } = \sum _ { i } { \Lambda } _ { i } ^ { \vee } \, \, \, ( \, \Rightarrow \, \, E _ { i } \to q ^ { m } E _ { i } \, , \, \, F _ { i } \to { \bar { q } } ^ { m } F _ { i } \, ) \, .",43ee7f2dc9.png,294,114,480,64,7.5
"C l ( T E ) = C l ( T ^ { h } E ) \otimes C l ( T ^ { v } E ) \, ,",6b08870b73.png,66,30,256,32,8.0
"D _ { I } ^ { \, I + 1 } W ^ { 1 2 \ldots k } = 0 \; , \qquad I = 1 , \ldots , k - 1 , \ k + 1 , \ldots , N - 1 \; .",41c7426ac4.png,116,47,480,32,15.0
\epsilon ^ { - 1 } ( y ) \delta ( y ) \gamma _ { 5 } ( \delta + \gamma _ { 5 } \sigma _ { 3 } ) _ { A } ^ { \; B } \eta _ { B } = \delta ( y ) \alpha _ { 0 } \sigma _ { 1 } ( \delta - \gamma _ { 5 } \sigma _ { 3 } ) _ { A } ^ { \; B } \eta _ { B } \ .,76baa36658.png,251,91,480,32,15.0
"U _ { C } \psi ( x , t ) U _ { C } ^ { - 1 } = \psi ^ { \dagger } ( x , t ) \ \ ,",29928a861c.png,81,35,192,32,6.0
"3 + \omega , 1 / 2 + \omega ; 4 + \omega , 1 + 2 \omega , 1 + \omega ; 2 \lambda _ { 0 }",1301bca985.png,88,29,320,32,10.0
"\left( E _ { 2 s + 1 } - Q - Q ^ { - 1 } \right) A _ { 1 } ( k , k + 1 ) = A _ { 1 } ( k , k + 2 ) + A _ { 2 } ( k , k + 2 )",33ac564645.png,124,57,480,64,7.5
"( { \mathrm { T r } } ( \gamma _ { 0 , 5 } ) ) ^ { 2 } - { \frac { 6 4 } { 2 ^ { b / 2 } } } { \mathrm { T r } } ( \gamma _ { 0 , 5 } ) + { \frac { 1 } { 2 ^ { b } } } 3 2 ^ { 2 } = 0 ~ .",3440f811e6.png,187,79,320,64,5.0
\hat { G } ^ { + } ( z ) \hat { G } ^ { - } ( w ) = \frac 2 { ( z - w ) ^ { 2 } } + \ldots,727d85e0bd.png,90,38,224,64,3.5
"x ^ { 2 } \equiv 1 \, { \mathrm m o d } \, 2 ^ { n }",7e0a90ec01.png,52,20,128,32,4.0
"\sum _ { p = 1 } ^ { r } \, \mu _ { p } \, \partial _ { \mu } a _ { p } ^ { \prime } A _ { p } ^ { \prime \, \mu }",21cd9b2620.png,114,43,128,64,2.0
"H = \epsilon \sum _ { i = 1 } ^ { 2 l - 1 } ( Q - 1 ) P _ { 0 } ( i , i + 1 )",314f8eed9a.png,77,34,224,64,3.5
"L _ { e f f } = - R = \frac { 1 } { 2 } A _ { i j } ^ { \mu \nu } \; \partial _ { \mu } { \delta y } ^ { i } \, \partial _ { \nu } { \delta y } ^ { j } + B _ { i j } ^ { \mu } \; { \delta y } ^ { i } \, \partial _ { \mu } \delta y ^ { j } + \frac { 1 } { 2 } C _ { i j } \; \delta y ^ { i } \delta y ^ { j } \, ,",503be8f42b.png,312,118,480,64,7.5
"\stackrel { \lbrack 2 ] } { S } = \int d ^ { D } x \left( \left( \varepsilon _ { m n p } \eta _ { n a } ^ { * ( m ) } + \bar { A } _ { b } ^ { ( p ) \alpha } \left( D _ { \alpha } \right) _ { \; \; a } ^ { b } \right) \pi _ { p } ^ { a } + \cdots \right) \, ,",9283bec3bc.png,259,87,384,64,6.0
"H = { \frac { p _ { \theta } ^ { 2 } } { 2 I _ { 1 } } } + { \frac { ( p _ { \phi } - p _ { \chi } \operatorname { c o s } \theta ) ^ { 2 } } { 2 I _ { 1 } \operatorname { s i n } ^ { 2 } \theta } } + { \frac { p _ { \chi } ^ { 2 } } { 2 I _ { 3 } } } ,",4984ec6b04.png,253,97,256,64,4.0
"[ d ] = e L , \quad [ E ] = e L ^ { - 2 } , \quad \mathrm { s o } \quad [ \alpha ] = L ^ { 3 } .",34e65c32e8.png,96,37,320,32,10.0
\Delta \Sigma _ { n p } = \frac { g ^ { 2 } } 6 \frac { \pi ^ { 2 } } { ( 2 \pi ) ^ { 4 } } 4 \sqrt { \frac { m ^ { 2 } } { \tilde { p } ^ { 2 } } } K _ { 1 } \left( \sqrt { m ^ { 2 } \tilde { p } ^ { 2 } } \right) .,1a9cad39ab.png,216,81,320,64,5.0
\widehat { \cal K } _ { j l } ^ { ( s ) } ( \omega ) = \left( \delta _ { j l } - \frac { { \cal I } _ { P - j \ P - l } ^ { ( s ) } } { 2 \operatorname { c o s h } ( \omega ) } \right),3bf7fbb94e.png,184,65,224,64,3.5
"S o l v \left( { \cal U } / { \cal H } \right) = S o l v \left( { S } / { \cal H } _ { S } \right) \, \oplus \, S o l v \left( { T } / { \cal H } _ { T } \right) \, \oplus \, { \cal W }",6aafd5085d.png,185,62,384,32,12.0
"F ( \alpha , \beta ; \gamma ; z ) = \frac { \Gamma ( \gamma ) } { \Gamma ( \alpha ) \Gamma ( \beta ) } \sum _ { n = 0 } ^ { \infty } \frac { \Gamma ( \alpha + n ) \Gamma ( \beta + n ) } { \Gamma ( \gamma + n ) } \frac { z ^ { n } } { n ! }",3f0d1c8418.png,239,74,384,64,6.0
\psi _ { L } = \frac { 1 } { 2 } ( 1 + \gamma _ { 5 } ) \psi,aa59370428.png,60,23,128,64,2.0
S _ { \mathrm { G F } } = \alpha \int d ^ { 4 } x \; B ^ { m } \partial ^ { \mu } A _ { \mu } ^ { m } .,48267e5a1f.png,103,39,192,64,3.0
"T ( x ) ~ T _ { \rho \sigma } ( y ) = 2 \delta ( x - y ) ~ T _ { \rho \sigma } ,",569b593010.png,80,30,224,32,7.0
"S = \frac { 1 } { 1 6 \pi G _ { 1 0 } } \int d ^ { 1 0 } x \sqrt { - g } \left[ e ^ { - 2 \phi } \left( R + 4 ( \partial \phi ) ^ { 2 } \right) - \frac { 1 } { 2 ( 8 - p ) ! } F _ { 8 - p } ^ { 2 } \right] ,",3d010de723.png,207,78,480,64,7.5
"{ \cal U } ( z , \bar { z } ) = \left( \sum _ { i } \vert u ^ { i } \vert ^ { 2 } - \sum _ { A } \vert v ^ { A } \vert ^ { 2 } \right) ^ { 2 } \, ,",519959f669.png,147,54,256,64,4.0
"{ \cal W } ( \ldots | X _ { 1 } \cup X _ { 2 } , + | \ldots ) = { \cal W } ( \ldots | X _ { 1 } , + | X _ { 2 } , + | \ldots )",4248fc1991.png,126,49,384,32,12.0
"{ \frac { { \bar { g } } ( - \beta ) } { { \bar { g } } ( \beta ) } } = { \frac { \operatorname { s i n h } \left( { \frac { \displaystyle \beta - i \pi } { \displaystyle \xi } } \right) } { \operatorname { s i n h } \left( { \frac { \displaystyle \beta + i \pi } { \displaystyle \xi } } \right) } } \ ,",7f30c8a72d.png,303,82,384,96,4.0
"\left\{ \begin{array} { r c l } { \delta b } & { = } & { \frac { 1 } { 2 \pi \alpha ^ { \prime } } 2 \lambda + \partial \rho ^ { ( 0 ) } \, , } \\ { \delta \tilde { b } } & { = } & { - 5 \partial \rho ^ { ( 4 ) } - \frac { 1 } { 2 \pi \alpha ^ { \prime } } \tilde { \Lambda } + \frac { m } { 2 } \rho ^ { ( 5 ) } + 5 \Lambda ^ { ( 4 ) } \partial c ^ { ( 0 ) } } \\ \end{array} \right.",6456dbfaff.png,384,122,480,128,3.75
"{ \cal D } \! R ^ { \otimes } + 2 \epsilon _ { A B } \bar { \psi } _ { A } \wedge \rho _ { B } = 0 ,",226ba90abf.png,100,35,192,32,6.0
"M _ { L , R } ^ { 2 } = - \frac { 1 } { 2 } P ^ { \mu } P _ { \mu } = \frac { 1 } { 2 } ( P _ { L , R } ^ { 2 5 } ) ^ { 2 } + \frac { 2 } { \alpha ^ { \prime } } ( N _ { L , R } - 1 ) .",113076a6f7.png,185,80,384,64,6.0
Q _ { 2 } = V ^ { \dagger } B V U ^ { \dagger } ( A _ { 3 } - k + \lambda ) ^ { - 1 } U V ^ { \dagger } B V,6db340ca51.png,107,42,320,32,10.0
y ^ { 2 } = ( x ^ { 2 } - b _ { k + 1 } ^ { 2 } ) ^ { 2 } \ldots ( x ^ { 2 } - b _ { r } ^ { 2 } ) ^ { 2 } - \Lambda ^ { 4 r - 4 k - 2 } x ^ { 2 },cf994bc7a9.png,146,68,320,32,10.0
R = \sum _ { n \ge 1 } R _ { n } = - \oint \sum _ { n \ge 1 } { \frac { 2 ^ { 1 - n } } { n ( n + 1 ) } } \Big ( r s ^ { n + 1 } + ( n + 1 ) b _ { 1 } c _ { 1 } s ^ { n } \Big ) \ .,9c497ea2ef.png,181,79,480,64,7.5
"c ^ { ( 1 ) \prime } = - \omega ^ { ( 1 ) } \, , \, \, \, z ^ { \prime } = ( 2 \pi \alpha ^ { \prime } ) \omega ^ { ( 0 ) } \, ,",741c869568.png,128,46,256,32,8.0
"z = e ^ { \xi ^ { 0 } + i \xi ^ { 1 } } \ \ \ \ ( 0 < \xi ^ { 0 } < \infty , \ 0 < \xi ^ { 1 } < \pi ) \ .",64d8c34159.png,106,46,320,32,10.0
"u = \operatorname { s i n h } R \; e ^ { t } , \; \; \; \; v = - \operatorname { s i n h } R \; e ^ { - t } , \; \; \; \; r = \eta x .",39f8514c4a.png,134,49,320,32,10.0
f ( x ) \star g ( x ) = \operatorname { e x p } \left( i \frac { \theta ^ { \mu \nu } } { 2 } \frac { \partial } { \partial x ^ { \mu } } \frac { \partial } { \partial y ^ { \nu } } \right) \left. f ( x ) g ( y ) \right| _ { y \to x } .,4ef3d31316.png,236,72,384,64,6.0
"d s ^ { 2 } = \left( 1 - \frac { 2 M } { r } \right) \, d t ^ { 2 } - \left( 1 - \frac { 2 M } { r } \right) ^ { - 1 } d r ^ { 2 } - r ^ { 2 } d \O \ .",3b2af5f1ab.png,151,60,384,64,6.0
"V ( \phi , \beta ) = 2 \mu ^ { D } \sum _ { s = 1 } ^ { \infty } a ^ { \frac { D } { 2 } - s } f ( D , s ) ( \gamma + g \phi ) ^ { 2 s } \zeta ( 2 s - d , \frac { 1 } { 2 } ) .",15afdcdddd.png,176,70,384,64,6.0
"[ x _ { \mu } ^ { s j } , a _ { \mu 0 } ^ { s j } ] = i , \qquad [ a _ { \mu n } ^ { s j } , a _ { \mu ( - n ) } ^ { s j } ] = n .",6e96f1d328.png,130,59,256,32,8.0
( n + 1 ) S _ { n } ^ { * } = ( t _ { - 1 } S _ { n + 1 } ^ { * } + t _ { 1 } S _ { n - 1 } ^ { * } ) ( 1 - S _ { n } S _ { n } ^ { * } ) .,1b4ee0e638.png,139,70,320,32,10.0
q ^ { \mu } [ \Psi ] = \Re ( \Psi ^ { \dagger } \gamma ^ { 0 } \gamma ^ { \mu } \Psi ),456b91279e.png,86,28,160,32,5.0
"- 2 \, \gamma \, H \, + \, \alpha \, ( \, \, \Delta \, + \, 2 H ^ { 3 } \, + \, H \, R H ) \, = \, 0 .",33a99ebf3b.png,102,37,320,32,10.0
"A = a ( y _ { 1 } , y _ { 2 } ) + \sum _ { k = 1 } ^ { \infty } { \gamma } ^ { 2 k } ( y _ { 3 } ) a _ { 2 k } ( y _ { 1 } , y _ { 2 } ) ,",ea189b7880.png,138,63,320,64,5.0
"B _ { i } ^ { a } = \mp ( D _ { i } \phi ) ^ { a } , \ \ \ A _ { 0 } ^ { a } = 0 .",172a1a210d.png,82,39,192,32,6.0
