formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"D ( \vec { V } , \vec { \sigma } ) = \left( \begin{array} { c c } { \gamma } & { 0 } \\ { \hline \displaystyle - \frac { \vec { V } } { c } \gamma ^ { - 1 } } & { I + \displaystyle \frac { \vec { V } \otimes \vec { V } ^ { \mathrm { T } } } { c ^ { 2 } \gamma \left[ \gamma + \sqrt { \gamma ^ { 2 } + \displaystyle \frac { \vec { V } } { c } ^ { 2 } } \right] } - \frac { \vec { V } \otimes \vec { \sigma } ^ { \mathrm { T } } } { c ^ { 2 } \gamma \gamma _ { 0 } } } \\ \end{array} \right) .",43a6715eed.png,491,146,480,128,3.75
"{ \Gamma ^ { 0 } } _ { a } = \left\{ \left( \begin{array} { l l } { \sigma _ { 3 } } & { 0 } \\ { 0 } & { \sigma _ { 3 } } \\ \end{array} \right) , \quad \left( \begin{array} { l l } { \sigma _ { 2 } } & { 0 } \\ { 0 } & { - \sigma _ { 2 } } \\ \end{array} \right) , \quad \left( \begin{array} { l l } { 0 } & { \sigma _ { 2 } } \\ { \sigma _ { 2 } } & { 0 } \\ \end{array} \right) \right\} .",3fb55ff98b.png,392,116,384,64,6.0
"( i \frac { \partial } { \partial t } - \omega _ { { \bf { k } } } ( { \bf { q } } ) ) \frac { - i \langle T a _ { { \bf { k } } } ^ { t } ( { \bf { q } } ) a _ { { \bf { k } } ^ { ' } } ^ { \dagger } ( { \bf { q } } ^ { ' } ) \rangle } { \langle T 1 \rangle } = \delta _ { { \bf { k } } , { \bf { k } } ^ { ' } } \delta _ { { \bf { q } } , { \bf { q } } ^ { ' } } \delta ( t )",74b121d776.png,377,143,384,64,6.0
"\Omega _ { 1 } = \left( \begin{array} { c c } { I _ { d } } & { \gamma } \\ { 0 } & { I _ { d } } \\ \end{array} \right) \quad \Omega _ { 2 } = \left( \begin{array} { c c } { I _ { d } } & { 0 } \\ { \alpha } & { I _ { d } } \\ \end{array} \right) \quad \Omega _ { 3 } = \left( \begin{array} { c c } { { A ^ { - 1 } } ^ { T } } & { 0 } \\ { 0 } & { A } \\ \end{array} \right) ,",6cae2ef54c.png,377,120,480,64,7.5
"\lambda ( { \mathrm { \boldmath ~ \rho ~ } } , { \mathrm { \boldmath ~ \dot { \rho } ~ } } ) = ( { \mathrm { \boldmath ~ \rho ~ } } { \mathrm { \boldmath ~ \dot { \rho } ~ } } ) \left( \frac { \mu { \mathrm { \boldmath ~ \dot { \rho } ~ } } ^ { 2 } } { 8 } \left( 1 - \frac { 3 \mu } { m } \right) + \frac { 1 } { 4 } \left( 1 - \frac { \mu } { m } - 4 B \right) U ( \rho ) \right) \, ,",22634bd41e.png,386,114,480,64,7.5
"{ \bar { \theta } } ^ { \dot { 2 } } = Y ( x ) { \bar { \theta } } ^ { \dot { 1 } } , \quad { \bar { \theta } } ^ { \dot { \alpha } } = { \bar { \theta } } ^ { \dot { 1 } } { \bar { \psi } } ^ { \dot { \alpha } } , \quad { \bar { \zeta } } ^ { \dot { 2 } } = Y ( x ) { \bar { \zeta } } ^ { \dot { 1 } } , \quad { \bar { \zeta } } ^ { \dot { \alpha } } = { \bar { \zeta } } ^ { \dot { 1 } } { \bar { \psi } } ^ { \dot { \alpha } } .",915cdd1776.png,431,149,480,32,15.0
"\Delta ( \begin{array} { l } { A } \\ \end{array} { i } { j } ) = \begin{array} { l } { A } \\ \end{array} { i } { k } \otimes \begin{array} { l } { A } \\ \end{array} { k } { j } , \, \epsilon ( \begin{array} { l } { A } \\ \end{array} { i } { j } ) = \delta _ { j } ^ { i } , \, S ( \begin{array} { l } { A } \\ \end{array} { i } { j } ) = \begin{array} { l } { ( A ^ { - 1 } ) } \\ \end{array} { i } { j } .",5981d099a9.png,410,124,480,32,15.0
"F _ { s } \left( \begin{array} { l } { { \bf a } _ { 1 } { \bf a } _ { + } } \\ { { \bf a } _ { 3 } { \bf a } _ { 4 } } \\ \end{array} \right) ( z , \bar { z } ) = z ^ { - 2 \Delta _ { + } } \sum _ { p = 0 , \pm 1 } M _ { p s } F _ { p } \left( \begin{array} { l } { { \bf a } _ { 4 } { \bf a } _ { + } } \\ { { \bf a } _ { 3 } { \bf a } _ { 1 } } \\ \end{array} \right) ( 1 / z , 1 / \bar { z } ) ~ ,",371333dbd1.png,401,150,480,64,7.5
"R _ { \mu \nu } = \frac { \partial ^ { 2 } \operatorname { l n } \sqrt { - g } } { \partial x ^ { \mu } \partial x ^ { \nu } } - \frac { \partial \Gamma _ { \mu \nu } ^ { \sigma } } { \partial x ^ { \sigma } } + \Gamma _ { \mu \sigma } ^ { \lambda } \Gamma _ { \nu \lambda } ^ { \sigma } - \Gamma _ { \mu \nu } ^ { \sigma } \frac { \partial \operatorname { l n } \sqrt { - g } } { \partial x ^ { \sigma } } ,",7af33febef.png,408,117,384,64,6.0
"\Phi _ { \Xi } ( \zeta , \zeta ^ { * } ) = \left\langle \operatorname { e x p } ( \zeta + \zeta ^ { * } ) \mid \operatorname { e x p } ( \varsigma + \tau ^ { * } ) \right\rangle e ^ { - \left\langle \tau ^ { * } \mid \varsigma \right\rangle } = e ^ { \left\langle \zeta \mid \tau ^ { * } \right\rangle + \left\langle \zeta ^ { * } \mid \varsigma \right\rangle - \left\langle \tau ^ { * } \mid \varsigma \right\rangle }",32043eccf2.png,418,96,480,32,15.0
"\psi ( \alpha , \beta , \beta ^ { \prime } , s , s ^ { \prime } ) = \frac { \varphi _ { ( \alpha + \beta + \beta ^ { \prime } , s + s ^ { \prime } ) } \varphi _ { ( \alpha + \beta - \beta ^ { \prime } , s - s ^ { \prime } ) } } { \varphi _ { ( - \alpha + \beta + \beta ^ { \prime } , - s + s ^ { \prime } ) } \varphi _ { ( \alpha - \beta + \beta ^ { \prime } , - s - s ^ { \prime } ) } } .",1b4ae65bd2.png,389,122,384,64,6.0
\Lambda _ { \pm } ( q _ { 0 } ) = \Lambda ( q _ { 0 } ) \pm \frac { 2 \kappa \bigg ( \frac { 2 } { \pi } \bigg ) ^ { \frac { 1 } { 2 } } } { [ \frac { 1 } { 2 } ( q _ { 0 } - 1 ) ] ! } \bigg ( \frac { 1 + k } { 1 - k } \bigg ) ^ { - \frac { \kappa } { k } } \bigg ( \frac { 8 \kappa } { 1 - k ^ { 2 } } \bigg ) ^ { \frac { 1 } { 2 } q _ { 0 } } \bigg [ 1 + O \bigg ( \frac { 1 } { \kappa } \bigg ) \bigg ],4a2b5d9e97.png,405,146,480,128,3.75
"{ \bar { G } } ^ { ( \zeta ) } ( \beta ) = { \frac { ( \beta + i \pi ) \operatorname { s i n h } \left( { \frac { \displaystyle \pi \beta } { \displaystyle 2 \pi + \zeta } } \right) } { \Gamma \left( 1 - { \frac { \displaystyle \pi - i \beta } { \displaystyle 2 \pi + \zeta } } \right) \Gamma \left( 1 - { \frac { \displaystyle \pi + i \beta } { \displaystyle 2 \pi + \zeta } } \right) } } \ ,",2c46acc0cf.png,393,99,384,96,4.0
B _ { \mu \nu } ( t ) = \sum _ { \rho = 0 } ^ { N } \frac { \eta _ { \mu \rho } \eta _ { \nu \rho } } { \sqrt { 8 \omega _ { \mu } } } \left[ \left( 1 + \frac { \omega _ { \mu } } { \Omega _ { \rho } } \right) \mathrm { e } ^ { i \Omega _ { \rho } t } + \left( 1 - \frac { \omega _ { \mu } } { \Omega _ { \rho } } \right) \mathrm { e } ^ { - i \Omega _ { \rho } t } \right] \; .,42234a4e51.png,378,119,480,64,7.5
\begin{array} { c } { a ^ { A * } = a ^ { A } ~ ~ ~ ~ b ^ { A * } = b ^ { A } ~ ~ ~ ~ \omega _ { A B } { } ^ { * } = \omega _ { A B } ~ ~ ~ ~ \lambda ^ { * } = \lambda ~ ~ ~ ~ T ^ { \dagger } = - T } \\ { { } } \\ { \bar { \rho } _ { i } = \rho ^ { i \dagger } \gamma ^ { 0 } ~ ~ ~ ~ ~ ~ ~ \bar { \varepsilon } _ { i } = \varepsilon ^ { i \dagger } \tilde { \gamma } ^ { 0 } } \\ \end{array},5a1fb623fd.png,391,140,480,128,3.75
\Gamma _ { S } = - i \operatorname { l n } \left[ { \frac { \operatorname* { d e t } ( - ( D \! \! \! \! \slash ) ^ { 2 } ) } { \operatorname* { d e t } ( - ( \partial \! \! \! \slash ) ^ { 2 } ) } } \right] ^ { - 1 } = 2 i \operatorname { l n } \left[ { \frac { \operatorname* { d e t } ( i D \! \! \! \! \slash ) } { \operatorname* { d e t } ( i \partial \! \! \! \slash ) } } \right],633a4bfc2d.png,386,114,384,64,6.0
"H _ { \hat { \mu } \hat { \nu } \hat { \rho } } = { \frac { 1 } { 6 \sqrt { - G } } } G _ { \hat { \mu } \hat { \mu } ^ { \prime } } G _ { \hat { \nu } \hat { \nu } ^ { \prime } } G _ { \hat { \rho } \hat { \rho } ^ { \prime } } \epsilon ^ { \hat { \mu } ^ { \prime } \hat { \nu } ^ { \prime } \hat { \rho } ^ { \prime } \hat { \lambda } \hat { \sigma } \hat { \eta } } H _ { \hat { \lambda } \hat { \sigma } \hat { \eta } } ,",2d4ce05586.png,426,136,320,64,5.0
\begin{array} { l } { T _ { 0 } | \Omega \rangle = \frac { 1 } { 2 ( k + \check { g } ) } S _ { a 0 } ^ { a } | \Omega \rangle = \frac { p } { 2 ( k + \check { g } ) } | \Omega \rangle } \\ { \ } \\ { J _ { 0 } | \Omega \rangle = \frac { 1 } { ( k + \check { g } ) } S _ { a 0 } ^ { a } | \Omega \rangle = \frac { p } { ( k + \check { g } ) } | \Omega \rangle } \\ \end{array},4ab8887953.png,376,125,384,96,4.0
"\begin{array} { c } { \zeta _ { \nu } ( s ) = \displaystyle { - \frac { 1 } { \pi } } \, \Re \left\{ x ^ { 1 - s } \, e ^ { \displaystyle { - \imath \frac { \pi } { 2 } s } } \displaystyle { \int _ { 0 } ^ { \infty } } ( y - \imath ) ^ { - s } \, \displaystyle { \frac { { \Delta _ { \nu } ^ { T E } } ^ { \prime } \left( \imath x ( y - \imath ) \right) } { \Delta _ { \nu } ^ { T E } \left( \imath x ( y - \imath ) \right) } } \ d y \right\} , } \\ \end{array}",18581cf582.png,461,136,480,64,7.5
"ule { 0.9 cm } { 0 cm } \frac { \delta } { \delta \phi _ { A } ^ { * } } + \frac { i } { \hbar } \frac { \delta \Gamma } { \delta \phi _ { A } ^ { * } } - ( - 1 ) ^ { \varepsilon _ { i } ( \varepsilon _ { A } + 1 ) } ( \Gamma ^ { ' ^ { \prime } - 1 } ) ^ { i j } \bigg ( \frac { \delta _ { l } } { \delta \varphi ^ { j } } \frac { \delta \Gamma } { \delta \phi _ { A } ^ { * } } \bigg ) \frac { \delta _ { l } } { \delta \varphi ^ { i } } \bigg ) ,",64abe3a504.png,448,146,384,64,6.0
I _ { A B } ( \hat { { \cal X } } _ { 1 2 } ) = \textstyle { \frac { 1 } { 4 } } \mathrm { t r } ( \gamma _ { A } \hat { { \cal X } } _ { 1 2 } \gamma _ { B } \hat { { \cal X } } _ { 2 1 } ) = \textstyle { \frac { 1 } { 4 } } \mathrm { t r } ( \tilde { \gamma } _ { A } \hat { { \cal X } } _ { 2 1 } ^ { - 1 } \tilde { \gamma } _ { B } \hat { { \cal X } } _ { 1 2 } ^ { - 1 } ),7a3a5b4e43.png,377,140,384,32,12.0
"\hat { A } _ { n m } ( \omega ) = { \frac { 2 \operatorname { c o t h } ( { \frac { \omega } { 2 } } ) \operatorname { s i n h } \Bigl ( ( \nu - \operatorname* { m a x } ( n , m ) ) { \frac { \omega } { 2 } } \Bigr ) \operatorname { s i n h } \Bigl ( ( \operatorname* { m i n } ( n , m ) ) { \frac { \omega } { 2 } } \Bigr ) } { \operatorname { s i n h } ( { \frac { \nu \omega } { 2 } } ) } }",7ef93dccec.png,393,126,480,64,7.5
\begin{array} { c c } { \displaystyle { \langle \phi ^ { \alpha } ( z _ { 1 } ) \phi ^ { \beta } ( z _ { 2 } ) \rangle = C _ { \phi } \frac { I ^ { \alpha \beta } ( \hat { { \cal X } } _ { 1 2 } ) } { ( \operatorname* { d e t } { \cal X } _ { 1 2 } ) ^ { \frac { 1 } { 2 } \eta } } } ~ ~ ~ ~ } & { ~ ~ ~ ~ I ^ { \alpha \beta } ( \hat { { \cal X } } _ { 1 2 } ) = \hat { { \cal X } } _ { 1 2 } ^ { \alpha \beta } } \\ \end{array},742f140dc5.png,428,146,480,64,7.5
"\frac { \partial V } { \partial \Lambda } = \frac { 1 } { \Lambda ^ { 2 } } \frac { \partial V } { \partial \psi _ { \alpha a } ^ { \phantom { a } } } C ^ { \prime } ( 0 ) \frac { \partial V } { \partial \bar { \psi } _ { a } ^ { \alpha } } - \tau \Lambda ^ { D - 2 } \frac { \partial ^ { 2 } V } { \partial \psi _ { \alpha a } ^ { \phantom { a } } \partial \bar { \psi } _ { a } ^ { \alpha } } ,",6e734e94c3.png,396,118,320,64,5.0
"\hat { h } _ { \mathrm { r e d } } = \sum _ { \vec { b } } \left\{ - \frac { g ^ { 2 } L M } { 4 \sqrt 2 } \frac { 1 } { J } \frac { \delta } { \delta \varphi _ { \vec { b } } } J \frac { \delta } { \delta \varphi _ { \vec { b } } } + \left( \frac { 4 \sqrt 2 } { g ^ { 2 } L M } \right) \sum _ { \vec { \varepsilon } } ( \varphi _ { \vec { b } } - \varphi _ { \vec { b } + \vec { \varepsilon } } ) ^ { 2 } \right\} \, .",5ed11985e2.png,420,134,480,64,7.5
"K = { \o \mathrm { i } { 2 \pi } } \, \partial \, { \bar { \partial } } \, \mathrm { l g } \, \left( \mathrm { i } \langle \Omega \vert { \bar { \Omega } } \rangle \right) \, \equiv \, { \o \mathrm { i } { 2 \pi } } \, \partial \, { \bar { \partial } } \, \mathrm { l g } \, \left( \mathrm { i } \Omega ^ { T } \, \left( \begin{array} { l l } { { \bf 0 } } & { { \bf 1 } } \\ { - { \bf 1 } } & { { \bf 0 } } \\ \end{array} \right) { \bar { \Omega } } \right)",3c77ab1554.png,458,130,480,64,7.5
"{ \cal H } ^ { ( 0 ) } = - \frac { 2 \kappa } { \sqrt { - \gamma } } \frac { \delta I ^ { ( 0 ) } } { \delta \gamma _ { \mu \nu } } \frac { \delta I ^ { ( 0 ) } } { \delta \gamma _ { \lambda \rho } } \left( \gamma _ { \mu \rho } \gamma _ { \nu \lambda } - \frac { 1 } { d - 1 } \gamma _ { \mu \nu } \gamma _ { \lambda \rho } \right) + \frac { \sqrt { - \gamma } } { \kappa } \Lambda = 0 ,",6baa6e6ee3.png,388,116,480,64,7.5
\frac { \partial } { \partial q _ { t A } } = \frac { \partial r } { \partial q _ { t A } } \frac { \partial } { \partial r } + \frac { \partial e _ { B } } { \partial q _ { t A } } \frac { \partial } { \partial e _ { B } } + \frac { \partial E _ { s } } { \partial q _ { t A } } \frac { \partial } { \partial E _ { s } } + \frac { \partial y _ { s B } } { \partial q _ { t A } } \frac { \partial } { \partial y _ { s B } } \; .,137c0a8d82.png,428,133,480,64,7.5
"{ \frac { J } { M ^ { 2 } } } = { \frac { 4 a \operatorname { s i n h } ^ { 3 } \alpha } { M _ { K } \operatorname { c o s h } ^ { 6 } \alpha } } \quad , \quad { \frac { P } { M } } = { \frac { 2 } { \operatorname { c o s h } ^ { 3 } \alpha } } \quad , \quad { \frac { Q } { M } } = { \frac { 2 \operatorname { s i n h } ^ { 3 } \alpha } { \operatorname { c o s h } ^ { 3 } \alpha } } .",245ba28ea4.png,386,131,480,64,7.5
"\left( \hat { \epsilon } _ { \hat { \mu } } { } ^ { \hat { a } } \right) = \left( \begin{array} { c c } { e _ { \mu } { } ^ { a } } & { k ^ { - 1 } B _ { \mu } } \\ { 0 } & { k ^ { - 1 } } \\ \end{array} \right) \, , \hspace { 1 c m } \left( \hat { \epsilon } _ { \hat { a } } { } ^ { \hat { \mu } } \right) = \left( \begin{array} { c c } { e _ { a } { } ^ { \mu } } & { - B _ { a } } \\ { 0 } & { k } \\ \end{array} \right) \, .",653213d08a.png,429,144,480,128,3.75
"\int _ { 0 } ^ { \infty } d s \, s ^ { \nu } \operatorname { s i n } ( a s - \frac { \pi } { 4 } ) = \frac { \Gamma ( \nu + 1 ) } { | a | ^ { \nu + 1 } } \left\{ \begin{array} { r l } { \operatorname { s i n } \frac { \pi } { 2 } ( \nu + \frac { 1 } { 2 } ) } & { \ \mathrm { i f } \ a > 0 \ , } \\ { - \operatorname { s i n } \frac { \pi } { 2 } ( \nu + \frac { 3 } { 2 } ) } & { \ \mathrm { i f } \ a < 0 \ . } \\ \end{array} \right.",2153d9c890.png,435,149,480,64,7.5
"S _ { - } ( \eta ) = \left( \begin{array} { l l l l } { \operatorname { c o s h } \eta } & { \operatorname { s i n h } \eta } & { 0 } & { 0 } \\ { \operatorname { s i n h } \eta } & { \operatorname { c o s h } \eta } & { 0 } & { 0 } \\ { 0 } & { 0 } & { \operatorname { c o s h } \eta } & { - \operatorname { s i n h } \eta } \\ { 0 } & { 0 } & { - \operatorname { s i n h } \eta } & { \operatorname { c o s h } \eta } \\ \end{array} \right) ,",15c279f8a8.png,443,142,384,96,4.0
\langle J ^ { \mu A B } \rangle _ { b a r e } = \operatorname* { l i m } _ { x \rightarrow y } T r \left\{ \gamma ^ { \mu } ( x ) { \frac { i } { 2 } \sigma ^ { A B } } P _ { L } \left[ \frac { 1 } { i { { \cal D } \kern - 0 . 1 5 e m \raise 0 . 1 7 e x \llap { / } \kern 0 . 1 5 e m \relax } } \frac { 1 } { 2 } \left( 1 - \sigma ^ { 3 } \right) \right] \delta ( x - y ) \right\},25f7dab4bd.png,380,125,480,64,7.5
"\delta x _ { R } ^ { ( 0 - 2 ) } ( \sigma _ { c } , \tau ) = \left\{ \begin{array} { c l } { a _ { \omega } ^ { R } e ^ { - i \omega ( \tau - \sigma _ { c } ) } + b _ { \omega } ^ { R } e ^ { - i \omega ( \tau + \sigma _ { c } ) } } & { \mathrm { f o r ~ \sigma _ c \rightarrow - \infty ~ } } \\ { c _ { \omega } ^ { R } e ^ { - i \omega ( \tau - \sigma _ { c } ) } } & { \mathrm { f o r ~ \sigma _ c \rightarrow + \infty ~ } } \\ \end{array} \right.",5a709318ef.png,450,148,480,64,7.5
"\left[ \begin{array} { c c } { 1 } & { 0 } \\ { 0 } & { 1 } \\ \end{array} \right] , \hspace { 2 m m } \left[ \begin{array} { c c } { 0 } & { 1 } \\ { 1 } & { 0 } \\ \end{array} \right] , \hspace { 2 m m } \left[ \begin{array} { c c } { 0 } & { i } \\ { - i } & { 0 } \\ \end{array} \right] , \hspace { 2 m m } \left[ \begin{array} { c c } { 1 } & { 0 } \\ { 0 } & { - 1 } \\ \end{array} \right] .",34621c4791.png,397,120,384,64,6.0
\left. \left< \left< F _ { \mu _ { 1 } \nu _ { 1 } } ( x _ { 1 } ) \cdots F _ { \mu _ { n } \nu _ { n } } ( x _ { n } ) \right> \right> = ( i g ) ^ { - n } \frac { \delta ^ { n } \operatorname { l n } { \cal Z } \left[ J _ { \mu \nu } \right] } { \delta J _ { \mu _ { 1 } \nu _ { 1 } } ( x _ { 1 } ) \cdots \delta J _ { \mu _ { n } \nu _ { n } } ( x _ { n } ) } \right| _ { J = 0 } .,552600b676.png,383,138,480,64,7.5
"A ( \hat { x } ) = \left\{ \begin{array} { l l } { - { e V _ { 0 } / \hat { a } m \omega ^ { 2 } R ^ { 2 } } , } & { \mathrm { f o r ~ \hat { ~ } x \in ( - \hat { ~ } a , 0 ) ~ } , } \\ { { e V _ { 0 } / \hat { b } m \omega ^ { 2 } R ^ { 2 } } , } & { \mathrm { f o r ~ \hat { ~ } x \in ( 0 , \hat { ~ } b ) ~ } , } \\ { 0 , } & { \mathrm { o t h e r w i s e } . } \\ \end{array} \right.",225efee2a4.png,387,149,384,96,4.0
"\varepsilon ^ { \alpha \beta } \frac { \partial } { \partial \theta ^ { \alpha } } = - \frac { \partial } { \partial \theta _ { \alpha } } \, , \hspace { 1 c m } \varepsilon ^ { \alpha \beta } \frac { \partial } { \partial \theta ^ { \alpha } } \frac { \partial } { \partial \theta ^ { \beta } } \theta \theta = \varepsilon ^ { { \dot { \alpha } } { \dot { \beta } } } \frac { \partial } { \partial { \overline { \theta } } ^ { \dot { \alpha } } } \frac { \partial } { \partial { \overline { \theta } } ^ { \dot { \beta } } } { \overline { \theta } } { \overline { \theta } } = 4 \, .",f9138ad36e.png,584,145,480,64,7.5
{ \cal L } = \frac { 1 } { 2 } \left\{ \partial _ { m } \phi _ { i } \partial ^ { m } \phi _ { i } + \imath \bar { \psi } _ { i } \gamma ^ { m } \partial _ { m } \psi _ { i } - \frac { \partial { \cal W } } { \partial \phi _ { i } } \frac { \partial { \cal W } } { \partial \phi _ { i } } - \frac { \partial ^ { 2 } { \cal W } } { \partial \phi _ { i } \partial \phi _ { j } } \bar { \psi } _ { i } \psi _ { j } \right\} .,4af55a135b.png,422,133,480,64,7.5
"\mathbf { E } ^ { \prime } ( \mathbf { x } ) = \frac { 1 } { 4 \pi } \int \rho _ { e } ^ { \prime } ( \mathbf { x } ^ { \prime } ) \frac { \mathbf { r } } { r ^ { 3 } } \, d ^ { 3 } x ^ { \prime } \, - \frac { 1 } { 4 \pi } \int \mathbf { J } _ { m } ^ { \prime } ( \mathbf { x } ^ { \prime } ) \, { \bf \times } \, \frac { \mathbf { r } } { r ^ { 3 } } \, d ^ { 3 } x ^ { \prime } ,",1208290a94.png,383,133,384,64,6.0
\operatorname { e x p } [ \pm \sum _ { n = 1 } ^ { \infty } \sum _ { j = 1 } ^ { M } { \frac { \alpha _ { - n } } { \sqrt { \beta } } } { \frac { ( y _ { j } ) ^ { n } } { n } } ] = \sum _ { \{ \lambda \} } ( - 1 ) ^ { | \lambda | } J _ { \{ \lambda ^ { \prime } \} } ^ { ( 1 / \beta ) } ( y _ { j } ) J _ { \{ \lambda \} } ^ { ( \beta ) } ( \{ \mp { \frac { \alpha _ { - n } } { \sqrt { \beta } } } \} ) .,2904b616b8.png,406,147,480,64,7.5
"\frac { p _ { r } ^ { 2 } } { g _ { r r } } + \frac { p _ { \theta } ^ { 2 } } { g _ { \theta \theta } } - \frac { { g ^ { \prime } } _ { t t } } { - \cal D } \left( p _ { \phi } + \frac { g _ { t \phi } + \Omega _ { 0 } g _ { \phi \phi } } { { g ^ { \prime } } _ { t t } } E \right) ^ { 2 } = - \left( \frac { E ^ { 2 } } { { g ^ { \prime } } _ { t t } } + \mu ^ { 2 } \right) ,",783a8e5ff6.png,379,143,480,64,7.5
\delta { \tilde { e } } _ { \mu } ^ { \ \underline { \nu } } = - \bar { \tilde { \epsilon } } _ { + i } \tilde { \Gamma } ^ { \underline { \nu } } \tilde { \psi } _ { \mu + } ^ { i } - 2 \kappa ^ { D - 2 } W \bar { \tilde { \epsilon } } _ { + i } \tilde { \Gamma } ^ { \underline { { \nu \lambda } } } \tilde { \eta } _ { - } ^ { i } \tilde { e } _ { \mu \underline { \lambda } } + c . c . \ .,5a65fa227a.png,393,124,384,32,12.0
"I _ { \psi , { \widetilde \psi } } \equiv { \frac { 1 } { 2 } } \int _ { M } \epsilon ^ { \mu \nu \rho \sigma } \left[ { \widetilde \psi } _ { \; \; \; \mu } ^ { A ^ { \prime } } \; e _ { A A ^ { \prime } \nu } \; D _ { \rho } \; \psi _ { \; \; \sigma } ^ { A } - \psi _ { \; \; \mu } ^ { A } \; e _ { A A ^ { \prime } \nu } \; D _ { \rho } \; { \widetilde \psi } _ { \; \; \; \sigma } ^ { A ^ { \prime } } \right] d ^ { 4 } x \; ,",6d6da28876.png,431,142,480,64,7.5
"{ \bar { { \cal G } } } _ { ( \mathrm { I } ) } ^ { \left( \rho \right) a } \Gamma ^ { \left( \rho \right) } = \Delta _ { \mathrm { c l } ( \mathrm { I } ) } ^ { \left( \rho \right) a } + O \left( \rho ^ { 2 } \right) \, \, , \; \; \; { \bar { { \cal G } } } _ { ( \mathrm { I I } ) } ^ { \left( \rho \right) a } \Gamma ^ { \left( \rho \right) } = \Delta _ { \mathrm { c l } ( \mathrm { I I } ) } ^ { \left( \rho \right) a } + O \left( \rho ^ { 2 } \right) \, \, ,",62d1edb460.png,464,139,480,64,7.5
"\left( f _ { \omega } ^ { R * } \, \tilde { \beta } _ { \omega ^ { \prime \prime } \omega } ^ { R * } + f _ { \omega } ^ { R } \, \tilde { \alpha } _ { \omega ^ { \prime \prime } \omega } ^ { R } \right) \left( \tilde { \beta } _ { \omega ^ { \prime \prime } \omega ^ { \prime } } ^ { R } \, f _ { \omega ^ { \prime } } ^ { R } + \tilde { \alpha } _ { \omega ^ { \prime \prime } \omega ^ { \prime } } ^ { R * } \, f _ { \omega ^ { \prime } } ^ { R * } \right) \, ,",7c7181082e.png,464,140,384,64,6.0
"{ \cal L } = \left\{ \begin{array} { l l } { \eta \dot { A } _ { \alpha } \sigma _ { 3 } ^ { \alpha \beta } \partial A _ { \beta } - \partial A _ { \alpha } \cdot \partial A _ { \alpha } , } & { i f D = 4 k + 2 } \\ { \eta \dot { A } _ { \alpha } \epsilon ^ { \alpha \beta } \partial A _ { \beta } - \partial A _ { \alpha } \cdot \partial A _ { \alpha } , } & { i f D = 4 k } \\ \end{array} \right.",600dba1333.png,398,115,384,64,6.0
"S = \int d ^ { 2 } x \left[ { \frac 1 2 } { \partial } _ { \mu } { \phi } { \partial } ^ { \mu } { \phi } + { \frac 1 2 } { \lambda } _ { { \mu } { \nu } } \left( { \partial } ^ { \mu } { \phi } - { \epsilon } ^ { { \mu } { \sigma } } { \partial } _ { \sigma } { \phi } \right) \left( { \partial } ^ { \nu } { \phi } - { \epsilon } ^ { { \nu } { \rho } } { \partial } _ { \rho } { \phi } \right) \right] ,",30ac5dea77.png,405,125,480,64,7.5
